/in/acet/test/mathematics-sectional-1	sectional test
/in/ap-ecet/test/computer-science-and-engineering-sectional-1	sectional test
/in/bitsat/test/mathematics-logical-reasoning-sectional-1	sectional test
/in/cmat/test/language-comprehension-sectional-1	sectional test
/in/ibps-clerk/test/mains-quantitative-aptitude-sectional-1	sectional test
/in/ibps-rrb-office-assistant/test/prelims-numerical-ability-sectional-2	sectional test
/in/ibsat/test/quantitative-aptitude-sectional-1	sectional test
/in/jain-jet/test/english-sectional-1	sectional test
/in/jipmat/test/data-interpretation-logical-reasoning-sectional-1	sectional test
/in/lic-aao/test/prelims-quantitative-aptitude-sectional-2	sectional test
/in/met/test/mathematics-sectional-2	sectional test
/in/nchm-jee/test/english-language-sectional-1	sectional test
/in/nism/test/series-v-a-nav-and-returns-calculations-sectional-1	sectional test
/in/rbi-grade-b/test/phase-1-english-language-sectional-1	sectional test
/in/rrb-alp/test/cbt-2-mathematics-sectional-1	sectional test
/in/rrb-ntpc/test/cbt-2-general-intelligence-reasoning-sectional-1	sectional test
/in/sat/test/reading-and-writing-standard-english-conventions-sectional-1	sectional test
/in/sebi-grade-a/test/phase-1-paper-1-quantitative-aptitude-sectional-1	sectional test
/in/slat/test/reading-comprehension-sectional-1	sectional test
/in/ssc-cgl/test/tier-2-english-language-comprehension-sectional-2	sectional test
/in/ssc-cpo/test/paper-1-general-knowledge-general-awareness-sectional-2	sectional test
/in/ssc-selection-post/test/higher-secondary-cbe-english-language-sectional-2	sectional test
/in/tg-ecet/test/computer-science-and-engineering-sectional-1	sectional test
/in/upsc-cse/test/paper-2-logical-reasoning-sectional-1	sectional test
/in/acet/test/mathematics-and-statistics-full-mock-1	full mock test
/in/aibe/test/full-bank-full-mock-2	full mock test
/in/ap-pgecet/test/csit-full-mock-2	full mock test
/in/cat/test/varc-dilr-qa-full-mock-1	full mock test
/in/ctet/test/paper-1-primary-en-hi-full-mock-1	full mock test
/in/fmge/test/part-b-full-mock-1	full mock test
/in/ibps-clerk/test/mains-full-mock-2	full mock test
/in/ibps-rrb-office-assistant/test/prelims-full-mock-2	full mock test
/in/icar-aieea-pg/test/agronomy-full-mock-2	full mock test
/in/jcece/test/pcm-full-mock-1	full mock test
/in/jharkhand-pece/test/polytechnic-engineering-full-mock-1	full mock test
/in/lic-aao/test/mains-full-mock-2	full mock test
/in/mh-cet-law/test/legal-logical-english-mathematics-full-mock-1	full mock test
/in/nchm-jee/test/bsc-hha-full-mock-1	full mock test
/in/nism/test/series-v-a-mutual-fund-distributors-full-mock-1	full mock test
/in/rbi-grade-b/test/phase-1-full-mock-1	full mock test
/in/rrb-group-d/test/cbt-full-mock-1	full mock test
/in/rrb-technician/test/grade-3-full-mock-1	full mock test
/in/sbi-po/test/prelims-full-mock-2	full mock test
/in/slat/test/logical-legal-analytical-reading-full-mock-1	full mock test
/in/ssc-cht/test/paper-1-full-mock-1	full mock test
/in/ssc-selection-post/test/graduation-cbe-full-mock-1	full mock test
/in/territorial-army/test/reasoning-and-english-full-mock-1	full mock test
/in/upsc-cse/test/paper-1-full-mock-1	full mock test
/in/aeee/test/full-mock-1	other test
/in/aeee/test/full-mock-2	other test
/in/assam-cee/test/full-mock-1	other test
/in/cg-pet/test/full-mock-1	other test
